VirtualGravity_2023-03-07_22:39:28,000.png,00001.png,000010.png,000011.png,000012.png,000014.png,000015.png,000016.png,000017.png,000018.png,000019.png,00002.png,000020.png,000022.png,000023.png,000024.png,000025.png,000026.png,000027.png,000029.png,000030.png,000032.png,000033.png,000034.png,000036.png,000037.png,000038.png,000039.png,00004.png,000040.png,000041.png,000042.png,000043.png,000044.png,000046.png,000047.png,000048.png,00005.png,00006.png,00008.png,00009.png,01.png
000.png,0.0073703999000206775
00001.png,0.006894097156554568
000010.png,0.007498700367874668
000011.png,0.007478205370923068
000012.png,0.0076154644269330165
000014.png,0.00772023369587921
000015.png,0.007229935873908499
000016.png,0.0075254453195303635
000017.png,0.006961919821487002
000018.png,0.006904921781962865
000019.png,0.007679977076454644
00002.png,0.007506108305049527
000020.png,0.007586019876082344
000022.png,0.006853202361992756
000023.png,0.007578263566193645
000024.png,0.007899386166964673
000025.png,0.007245184997301367
000026.png,33.33333397350542
000027.png,0.007514572286860451
000029.png,0.007252530389902351
000030.png,0.0074863939123588075
000032.png,0.007586736152253507
000033.png,0.007966719731114387
000034.png,0.00741366950364817
000036.png,0.007242679888293816
000037.png,0.007836367195780783
000038.png,0.007148206376236551
000039.png,0.0073800421949067295
00004.png,0.007598631014355781
000040.png,0.007409117791997131
000041.png,0.007235571069800872
000042.png,0.007716418164781866
000043.png,0.007297567454671194
000044.png,0.007506782960590057
000046.png,0.0075367191096482366
000047.png,0.007406436299584383
000048.png,0.007778406759585941
00005.png,0.007045118396014584
00006.png,0.007968563867985851
00008.png,0.006846916390527813
00009.png,0.00709683424119
01.png,0.006864588614211428
